text,label,attack_type,series,tier,psych_principles,source
"ACTION REQUIRED — A call from someone claiming to be 'Officer Ngozi from DSS (Digital Security Service)': 'your internet activity has been flagged for surveillance of anti-government content. To cooperate with our investigation and avoid arrest, provide your full name, NIN, and bank account for monitoring purposes. This must be resolved within the hour or formal charges will be filed.'",1,Vishing,Government & Identity,Defender,Government Surveillance Fear + Authority Impersonation,seag_augmented
"9mobile: Your monthly ₦8,750 data plan renews on 3 August 2025. You have 8,750MB remaining. To cancel auto-renewal, dial *244*0#.",0,None,Telecom,Legit,,template_legit
A call from someone claiming to be 'Officer Bola from NCC (Nigeria Communications Commission)': 'your phone line has been used to transmit illegal content. It will be permanently blocked within 30 minutes unless you confirm your identity and cooperate with our investigation. This must be resolved within the hour or formal charges will be filed.',1,Vishing,Government & Identity,Defender,Telecom Loss Fear + Authority Impersonation,seag_csv
SECURITY ALERT: Someone posing as a resolving a 'locked account' (Company IT Helpdesk) contacts you and calls you and says they need your Windows login password temporarily to 'unlock your account profile from their end'.,1,Pretexting,Corporate & Professional,Sentinel,False Internal Authority + Professional Compliance,seag_augmented
"IMPORTANT NOTICE: You receive an email from 'security@uba-alert.com' addressed to IT Professionals: 'Your UBA account has been restricted after a ₦350,000 transfer attempt to an account in Abuja was flagged. Verify identity at uba-secure-ng.com within 36 hours to restore access.'",1,Phishing,Banking & Finance,Defender,Fear + False Legitimacy,seag_augmented
"UBA: Your salary of ₦15,000 has been credited to your account ending 8832. Log in to UBA Mobile App to manage your finances.",0,None,Banking,Legit,,template_legit
Someone posing as a resolving a 'locked account' (Company IT Helpdesk) contacts you and calls you and says they need your Windows login password temporarily to 'unlock your account profile from their end'.,1,Pretexting,Corporate & Professional,Sentinel,False Internal Authority + Professional Compliance,seag_csv
"A call: 'Good day, I am Officer Wale from the FIRS. your tax records show outstanding liabilities. Failure to comply will result in restrictions.",1,Vishing,Government & Identity,Sentinel,Fear + Fear of Legal Prosecution + Authority Impersonation,seag_augmented
You find a portable hard drive in the company car park. It is labelled 'PROJECT PROPOSAL — CONFIDENTIAL — Board Meeting 2025'. Do not ignore this message.,1,Baiting,Physical Security,Defender,Self-Interest + Curiosity + Physical Attack Vector,seag_augmented
"Dear Valued Customer, Someone posing as a resolving a 'locked account' (Company IT Helpdesk) contacts you and calls you and says they need your Windows login password temporarily to 'unlock your account profile from their end'.",1,Pretexting,Corporate & Professional,Sentinel,False Internal Authority + Professional Compliance,seag_augmented
Glo: Your number 08012345678 has been successfully ported. Your new SIM will be active within 24 hours. Thank you for choosing Glo.,0,None,Telecom,Legit,,template_legit
First Bank: Your BVN linkage has been completed successfully. No further action required. Contact 0700-34357-282 with questions.,0,None,Banking,Legit,,template_legit
"Email from 'support@Glo-business.com': 'Your Glo postpaid corporate account bill of ₦500,000 is overdue. Pay now at glo-billings.com or your lines will be barred.'",1,Phishing,Telecom & Mobile,Sentinel,Fear of Service Disruption,seag_csv
MTN: Your NIN is not linked to your SIM. Your line will be barred after 3 August 2025 per NCC directive. Dial *785# FREE to link. MTN will NEVER ask for your password via SMS.,0,None,HardNegative_Telecom,Legit,,template_legit
"Hi Emeka, the Q3 report is ready for your review. I have shared it to your Google Drive. Please comment before COB Friday.",0,None,Work,Legit,,template_legit
JAMB: Your 2025 UTME result is available. Login at jamb.gov.ng with your registration number. Result checking is FREE — do not pay any agent. Dial 09-0900-8100 for help.,0,None,HardNegative_Govt,Legit,,template_legit
"Ref: SEC/2025/0084 — A printed poster in the hospital staff room: 'BONUS: Staff who complete this quick patient satisfaction survey get a ₦5,000 airtime reward. Scan the QR code to participate — for hospital staff only.'",1,Baiting,Healthcare & Medical,Defender,Greed + Physical Environment Trust,seag_augmented
MTN: Your NIN is not linked to your SIM. Your line will be barred after 22 June 2025 per NCC directive. Dial *785# FREE to link. MTN will NEVER ask for your password via SMS.,0,None,HardNegative_Telecom,Legit,,template_legit
"SMS: 'FIRS TAX ALERT: Your TIN TIN-98338986 has outstanding tax liabilities of ₦₦40,000. Pay immediately at firs-tax-payment.com to avoid prosecution and asset seizure.'",1,Smishing,Banking & Finance,Defender,Fear of Legal Prosecution + Authority,seag_csv
"ACTION REQUIRED — SMS from 'Glo-NG-REWARD': 'You have won ₦350,000 in the Glo Customer Loyalty Draw. Your PIN is ACTIVATED. Claim at glo-loyalty-claim.com within 60 minutes before expiry. Reference: 76292'.",1,Smishing,Banking & Finance,Sentinel,Greed + Urgency + False Legitimacy,seag_augmented
Glo: Your number 09034567890 has been successfully ported. Your new SIM will be active within 24 hours. Thank you for choosing Glo.,0,None,Telecom,Legit,,template_legit
"Ref: SEC/2025/0084 — SMS: 'NIMC: Your NIN has been deactivated due to suspicious activity. Reactivate within 24hrs at: nimc-reactivate.com.ng or face permanent suspension of NIN-linked services (SIM, BVN, passport).'",1,Smishing,Government & Identity,Novice,Fear + Cascading Threat,seag_augmented
"9mobile: Your monthly ₦15,000 data plan renews on 22 June 2025. You have 15,000MB remaining. To cancel auto-renewal, dial *244*0#.",0,None,Telecom,Legit,,template_legit
"UBA: Your salary of ₦250,000 has been credited to your account ending 0017. Log in to UBA Mobile App to manage your finances.",0,None,Banking,Legit,,template_legit
JAMB: Your 2025 UTME result is available. Login at jamb.gov.ng with your registration number. Result checking is FREE — do not pay any agent. Dial 09-0900-8100 for help.,0,None,HardNegative_Govt,Legit,,template_legit
"MTN: Your 3,500MB data bundle is active and expires 22 June 2025. Dial *131# to check balance or buy more data.",0,None,Telecom,Legit,,template_legit
CBN: NIN-BVN linkage is required for all bank accounts. Visit your bank branch or use your bank's official USSD code. This service is completely FREE of charge.,0,None,HardNegative_Govt,Legit,,template_legit
"OPay: You have sent ₦45,000 to 08012345678. Your new balance is ₦87,320.50. If not you, call 01-8880000 immediately.",0,None,Banking,Legit,,template_legit
"You receive an email from 'security@stanbicibtc-alert.com' addressed to Government Employees: 'Your Stanbic IBTC account has been restricted after a ₦350,000 transfer attempt to an account in Kaduna was flagged. Verify identity at stanbicibtc-secure-ng.com within 36 hours to restore access.' Failure to comply will result in restrictions.",1,Phishing,Banking & Finance,Defender,Fear + False Legitimacy,seag_augmented
You find a USB drive in the company car park. It is labelled 'PROJECT PROPOSAL — CONFIDENTIAL — Board Meeting 2025'. Do not ignore this message.,1,Baiting,Physical Security,Novice,Self-Interest + Curiosity + Physical Attack Vector,seag_augmented
"SMS: 'MTN: Port your number to our new network architecture. To complete the migration, reply with your 6-digit porting PIN and NIN. Do not ignore this message.",1,Smishing,Telecom & Mobile,Defender,SIM Swap + OTP Theft,seag_augmented
University of Lagos: Your acceptance letter for Engineering is ready. Visit the admissions office with your JAMB score of 301 and two passport photos.,0,None,Education,Legit,,template_legit
"SMS from '9mobile-NG-REWARD': 'You have won ₦120,000 in the 9mobile Customer Loyalty Draw. Your PIN is ACTIVATED. Claim at 9mobile-loyalty-claim.com within 60 minutes before expiry. Reference: 82205'.",1,Smishing,Banking & Finance,Sentinel,Greed + Urgency + False Legitimacy,seag_csv
"[AUTOMATED MESSAGE] SMS from 'MTNALERTS': 'Your line 0808446859 has been selected for a network upgrade. To avoid service disruption, verify your SIM details at mtn-sim-verify.com within 2 hours.'",1,Smishing,Banking & Finance,Novice,Technical Credibility + SIM Swap Risk,seag_augmented
"NYSC: Dear Corps Member, your CDS attendance for July has been recorded. Next CDS is 15 July 2025 at your designated PPA.",0,None,Government,Legit,,template_legit
SMS: 'NAFDAC WARNING: A batch of medication you may have purchased (Vitamin C tablets) has been recalled due to contamination. Report your purchase at nafdac-recall.com for a refund and medical advice.',1,Smishing,Banking & Finance,Novice,Health Fear + Civic Duty,seag_csv
"Airtel: Your recharge of ₦3,500 was successful. Your bonus 500MB data is now active. Valid for 14 days.",0,None,Telecom,Legit,,template_legit
"[AUTOMATED MESSAGE] You receive an email from 'security@zenithbank-alert.com' addressed to Government Employees: 'Your Zenith Bank account has been restricted after a ₦350,000 transfer attempt to an account in Abuja was flagged. Verify identity at zenithbank-secure-ng.com within 24 hours to restore access.'",1,Phishing,Banking & Finance,Novice,Fear + False Legitimacy,seag_augmented
"[AUTOMATED MESSAGE] SMS: 'GTBank ALERT: Your account has been debited ₦25,000. If you did not authorise this transaction, click to reverse: gtbank-reversal-ng.com/reverse?ref=8821. Act within 30 mins.'",1,Smishing,Banking & Finance,Novice,Fear + Urgency + False Legitimacy,seag_augmented
Someone posing as a on WhatsApp (Crypto trading group admin) contacts you and shares consistent screenshots of 3x returns and offers to manage your funds personally. They ask for your exchange API keys with withdrawal permissions 'so the bot can trade on your behalf automatically'.,1,Pretexting,Cryptocurrency & Investment,Defender,Social Proof + Greed + Technical Trust,seag_csv
A senior student asks: 'I'm doing a study on student financial habits for my thesis. Can you fill out this quick Google Form? Failure to comply will result in restrictions.,1,Pretexting,Education & Academia,Novice,Academic Trust + Reciprocity,seag_augmented
IMPORTANT NOTICE: Your First Bank account has been flagged for unusual login activity from Jos. Confirm your identity within 48 hours at firstbank-security-verify.com.,1,Phishing,Banking & Finance,Defender,Fear + False Familiarity,seag_augmented
"A person in scrubs approaches at your hospital's staff entrance: 'Hi, I'm locum from Medicaid HMO. My e-tag isn't working and the IT desk is on break. Can I tailgate in with you? I have patients to see.'",1,Pretexting,Healthcare & Medical,Defender,Compassion + Tailgating,seag_csv
"Kuda Bank: Your transfer of ₦15,000 to Chukwuemeka Obi (UBA) was successful. Transaction ID: ZB0847291.",0,None,Banking,Legit,,template_legit
